183360|LAB1|2022-10-24|11:00|13:00|A-109|klasicno|0151879228 0297621977 1840542148 2147632879 2443829440 2593996571 2690684505 2796121136 3285932998 5623968977 6041565072 7626348964 7843909660 8860708907 9555533724 9648447777 
183360|LAB1|2022-10-24|11:00|13:00|A-110|klasicno|1357116333 1500713384 1632876817 1919835395 2910118420 2978743086 4249011799 4635654912 4736387607 5581739446 5665603782 6023926873 6206498502 6856514944 7960488407 8269953615 
183360|LAB1|2022-10-24|13:00|15:00|A-109|klasicno|0260031316 0367024677 0450324307 0495901594 0781737634 0843727177 1304430259 3396284472 5500245578 6120553664 6928284343 7588017720 7799497099 7894757976 9342821125 9746579353 
183360|LAB1|2022-10-24|13:00|15:00|A-110|klasicno|0131113095 2438002340 3562333641 4339202488 4805544862 5064286526 5126499532 5389166383 5449128993 5603537763 6115937363 7206566022 7464957635 9062418893 9339489445 9588275251 
183360|LAB1|2022-10-24|15:00|17:00|A-109|klasicno|1892881997 2690900002 5067489277 5074952314 5517692496 5571217876 5676809214 5855338359 6425975264 6533478080 6694159216 6887706325 7348926396 7962391454 8397863331 9003220056 
183360|LAB1|2022-10-24|15:00|17:00|A-110|klasicno|1917304946 2321273118 4060733981 4745771989 5087077037 6337264824 6826711290 6901708271 7050475629 7086558731 7243464017 7294545670 8359714153 9261600644 9328768969 9429786932 
183360|LAB1|2022-10-24|17:00|19:00|A-109|klasicno|0072152096 1187412541 1790877448 2400899828 2584535654 3092909625 3760979999 5671295867 7711880087 8415989545 8675730336 8947258477 9106392633 9327083972 9443523980 9696400876 
183360|LAB1|2022-10-24|17:00|19:00|A-110|klasicno|0143107127 2779224547 2876767803 3204043506 3334121959 3830581486 4014130142 4268880758 4704760130 4879882389 5619805074 5813899512 7164605752 7775249838 8204074405 8819173056 
183360|LAB1|2022-10-25|09:00|11:00|A-109|klasicno|1665835037 2851096773 3070336195 3256209239 3394286137 4210838019 4717314477 5968708024 6559161334 6823926289 6999517903 7037677559 7399853212 7578502445 8921664868 9726892027 
183360|LAB1|2022-10-25|09:00|11:00|A-110|klasicno|0759306976 1577896875 2740584654 3627494232 4192923848 4765324177 5099191200 5652651566 5975808228 7309257794 7343365078 7555763105 7586370224 7694381179 7711848349 9457817060 
183360|LAB1|2022-10-25|11:00|13:00|A-109|klasicno|0437445610 0832225783 0975166981 1175780468 2291565541 2434848925 2834444502 3551977182 5842720948 6030609930 6098859354 6247844512 6333315709 7098160410 9283472584 
183360|LAB1|2022-10-25|11:00|13:00|A-110|klasicno|1566250077 2932485308 6611726591 6743572177 6758324473 7164026042 7219866704 8018211457 8737194484 8954275345 9359884158 
183360|LAB1|2022-10-25|13:00|15:00|A-109|klasicno|1776764532 2729290075 2769143768 3139136693 3208543324 3264344427 3265530167 4317266500 4563017684 5383954621 6163084961 7964977845 8798634813 8837481703 8846880368 8941921349 
183360|LAB1|2022-10-25|13:00|15:00|A-110|klasicno|1084485346 1794175645 1804419525 1900290684 2205458071 3500077731 3711020688 3779900331 3844877153 4028174338 4221582020 4439716193 4533187181 4898610221 6279257547 6792376297 
